time,open,high,low,close,Volume,Volume MA,MA,Histogram,MACD,Signal,RSI,RSI-based MA
2015-01-13T01:30:00+07:00,2026.31,2031.28,2025.7,2026.16,3600,3373.65,2058.25786516854,-2.83721189449795,-2.2553937442342,0.581818150263756,41.1110016102393,50.4859966897669
2015-01-13T02:30:00+07:00,2026.17,2029.91,2023.8,2026.77,3600,3450.55,2057.68775280899,-2.75626153747735,-2.86350877158293,-0.107247234105581,41.6097583648841,48.84934536229
2015-01-13T03:30:00+07:00,2026.77,2032.95,2023.32,2028.26,2098,3375.5,2057.12280898877,-2.46496956601502,-3.18845919162436,-0.723489625609337,42.8822840922022,47.3581463694912
2015-01-13T21:30:00+07:00,2031.58,2056.93,2031.58,2052.49,3599,3375.45,2056.77606741573,-0.60027771262938,-1.47383676639606,-0.873559053766682,58.6601174939759,47.6324763739919
2015-01-13T22:30:00+07:00,2052.51,2056.25,2049.05,2051.09,3600,3375.45,2056.41258426966,0.518561907397064,-0.225356669520352,-0.743918576917416,57.6688808193753,48.2238073120524
2015-01-13T23:30:00+07:00,2051.13,2051.73,2040.65,2041.52,3600,3375.45,2055.94797752809,0.588692154564722,-0.00805338371151265,-0.596745538276235,51.2888081413915,48.0974057883749
2015-01-14T00:30:00+07:00,2041.52,2042.35,2029.9,2030.7,3600,3375.45,2055.34112359551,-0.0832784880124247,-0.700843648291766,-0.617565160279341,45.2001204119094,47.5860147466821
2015-01-14T01:30:00+07:00,2030.7,2030.7,2008.25,2016.66,3600,3375.45,2054.57168539326,-1.39046084890907,-2.35564122141568,-0.965180372506609,38.7687004683446,46.6194945363645
2015-01-14T02:30:00+07:00,2016.66,2020.54,2010.13,2015.29,3600,3449.35,2053.80337078652,-2.21551800727179,-3.73457788159635,-1.51905987432456,38.1975624522504,45.5086655159844
2015-01-14T03:30:00+07:00,2015.28,2028.93,2015.28,2023.03,2098,3374.3,2053.1388764045,-2.10870903834908,-4.15494617226091,-2.04623713391183,43.2813864639982,44.9553982707663
2015-01-14T21:30:00+07:00,2018.4,2018.4,2001.38,2010.73,3599,3374.25,2052.29696629214,-2.69752334519483,-5.41814131540536,-2.72061797021053,37.9402472849608,44.8019037233144
2015-01-14T22:30:00+07:00,2010.71,2010.71,1999.69,2000.61,3600,3374.25,2051.32494382023,-3.54620351741645,-7.1533723669811,-3.60716884956465,34.2006318423519,44.0459416382473
2015-01-14T23:30:00+07:00,2000.59,2005.58,1996.47,1998.95,3600,3374.25,2050.34011235955,-3.96529341157514,-8.56378561403358,-4.59849220245843,33.6153345909886,43.2582982521461
2015-01-15T00:30:00+07:00,1998.95,2001.86,1994.33,1995.22,3600,3374.25,2049.36640449438,-4.21621991554689,-9.86876709689204,-5.65254718134516,32.278608022084,42.6216744327826
2015-01-15T01:30:00+07:00,1995.2,2005.59,1988.44,2005.45,3600,3374.25,2048.50764044944,-3.44808667750534,-9.96265552822683,-6.51456885072149,39.3965431321367,42.4992131129181
2015-01-15T02:30:00+07:00,2005.47,2012.61,1999.94,2010.64,3600,3449.55,2047.61516853933,-2.39527548788275,-9.50866321057492,-7.11338772269218,42.68772730845,42.5762108946014
2015-01-15T03:30:00+07:00,2010.49,2012.66,2005.99,2011.27,2097,3374.55,2046.72674157304,-1.50477300524265,-8.99435397924549,-7.48958097400284,43.0917334996906,42.5911715665649
2015-01-15T21:30:00+07:00,2013.75,2021.35,1998.8,2011.17,3599,3374.5,2045.84112359551,-0.805841299846527,-8.496882598811,-7.69104129896447,43.0398707567198,41.4754396567609
2015-01-15T22:30:00+07:00,2011.17,2016.49,1999.26,1999.58,3600,3374.5,2044.8095505618,-0.9950498831483,-8.93485365289985,-7.93980376975155,37.4187950467739,40.0290049587179
2015-01-15T23:30:00+07:00,1999.59,2006.05,1998.07,2000.39,3600,3374.5,2043.78719101124,-0.937402015379998,-9.11155628897654,-8.17415427359655,38.0279539242035,39.0818010860616
2015-01-16T00:30:00+07:00,2000.39,2002.32,1992.53,1996.06,3600,3374.5,2042.71011235955,-1.05393756618466,-9.49157623132737,-8.43763866514271,36.0100611882731,38.4253682843733
2015-01-16T01:30:00+07:00,1996.06,2000.8,1993.52,1998.01,3600,3374.5,2041.69033707865,-0.870361857440347,-9.52559098694314,-8.6552291295028,37.6155340827121,38.3429992568281
2015-01-16T02:30:00+07:00,1998.02,2004.35,1995.91,2000.15,3600,3449.6,2040.66460674157,-0.494196480474514,-9.27297473009594,-8.77877824962143,39.4120914492353,38.4297513280414
2015-01-16T03:30:00+07:00,2000.14,2001.92,1991.47,1992.67,2291,3384.2,2039.54123595506,-0.629838393374632,-9.56607624133972,-8.93623784796508,35.5575800665353,37.8780508710797
2015-01-16T21:30:00+07:00,1992.25,2000.67,1988.12,1997.59,3599,3384.15,2038.48831460674,-0.286386066555433,-9.29422043115937,-9.00783436460394,39.7327073621544,38.0060837337364
2015-01-16T22:30:00+07:00,1997.55,2006.75,1996.38,2000.34,3600,3384.15,2037.45865168539,0.201517310913383,-8.75593772596221,-8.9574550368756,41.994833574936,38.562812428921
2015-01-16T23:30:00+07:00,2000.35,2005.44,2000.21,2003.64,3600,3384.15,2036.46573033708,0.78902352356393,-7.97117563242068,-8.76019915598461,44.6783025384154,39.3530244251657
2015-01-17T00:30:00+07:00,2003.64,2012.01,2003.41,2005.15,3600,3384.15,2035.48719101124,1.29212885475687,-7.14503808753852,-8.4371669422954,45.911360933883,40.3267924902942
2015-01-17T01:30:00+07:00,2005.19,2010.31,2004.99,2007.84,3600,3384.15,2034.55764044944,1.78831955603969,-6.20176749724578,-7.99008705328547,48.1294011942024,40.9505680661561
2015-01-17T02:30:00+07:00,2007.99,2011.76,2005.9,2010.93,3600,3459.25,2033.73808988764,2.27561628829488,-5.14556669291687,-7.42118298121175,50.6336927842436,41.5181370287128
2015-01-17T03:30:00+07:00,2010.92,2020.46,2010.49,2019.42,2150,3386.8,2033.00471910113,3.07122234792837,-3.5821550463013,-6.65337739422966,56.8044260804105,42.4976150701928
2015-01-20T21:30:00+07:00,2020.76,2028.94,2010.33,2016.84,3599,3386.75,2032.25404494382,3.30490226125912,-2.52224956765576,-5.82715182891488,54.572021646063,43.3213401337173
2015-01-20T22:30:00+07:00,2016.89,2017.63,2007.96,2012.2,3600,3386.75,2031.46382022472,3.03513093698027,-2.03323815768954,-5.06836909466981,50.7120441311144,44.2708579254559
2015-01-20T23:30:00+07:00,2012.26,2012.99,2004.49,2009.92,3600,3386.75,2030.67415730337,2.60763999829413,-1.80881909680215,-4.41645909509628,48.8823911654689,45.0461748712606
2015-01-21T00:30:00+07:00,2009.92,2015.77,2008.15,2015.07,3600,3386.75,2029.9195505618,2.57192514537305,-1.20155266337997,-3.77347780875302,53.0066950904653,46.2602201499886
2015-01-21T01:30:00+07:00,2015.08,2017.36,2013.39,2015.39,3600,3386.75,2029.18966292135,2.46953893075926,-0.686554145303944,-3.1560930760632,53.2590461512434,47.3776138691694
2015-01-21T02:30:00+07:00,2015.38,2025.58,2015.38,2024.17,3600,3461.9,2028.52426966292,2.86500050996824,0.4251575613971,-2.43984294857114,59.6598672612405,48.8238835700269
2015-01-21T03:30:00+07:00,2024.17,2024.54,2020.29,2022.55,2343,3399.1,2027.85202247191,2.88153907258366,1.16208089215843,-1.71945818042523,58.0794711440449,50.4325900755633
2015-01-21T21:30:00+07:00,2020.19,2029.31,2012.04,2027.46,3599,3399.05,2027.30719101124,3.06987078488335,2.11788030067896,-0.95199048420439,61.4156266326837,51.9813700234582
2015-01-21T22:30:00+07:00,2027.43,2038.29,2025.77,2033.06,3600,3399.05,2026.82303370787,3.39304378720105,3.28931424979692,-0.103729537404129,64.8513587162774,53.6139789621255
2015-01-21T23:30:00+07:00,2033.1,2036.27,2031.85,2035.86,3600,3399.05,2026.43640449438,3.5973685431701,4.39298114155849,0.795612598388396,66.4595277663677,55.1697807641221
2015-01-22T00:30:00+07:00,2035.87,2036.56,2028.09,2028.25,3600,3399.05,2025.96842696629,3.04394946853764,4.60054943406044,1.5565999655228,58.6105951862874,56.0768689250081
2015-01-22T01:30:00+07:00,2028.26,2028.44,2022.77,2027.04,3600,3399.05,2025.6104494382,2.44609765506208,4.61422203435041,2.16812437928832,57.4488258712103,56.7425421162229
2015-01-22T02:30:00+07:00,2027.04,2032.7,2024.82,2031.35,3600,3464.5,2025.24696629214,2.19843499457356,4.91616812250527,2.71773312793171,60.4556292037304,57.4441090033291
2015-01-22T03:30:00+07:00,2031.34,2033.85,2031.06,2032.12,2244,3396.75,2025.01101123596,1.9523217888271,5.15813536396558,3.20581357513849,60.9860391470153,57.7427956509438
2015-01-22T21:30:00+07:00,2034.3,2045.15,2026.38,2041.44,3599,3396.7,2024.86617977528,2.26127270159329,6.0324044521301,3.77113175053681,66.7920623001712,58.6156556976658
2015-01-22T22:30:00+07:00,2041.43,2051.38,2040.83,2048.3,3600,3396.7,2024.86797752809,2.73978598221294,7.19586422830298,4.45607824609004,70.2960733715389,60.0145149291247
2015-01-22T23:30:00+07:00,2048.31,2048.86,2042.88,2047.43,3600,3396.7,2024.80202247191,2.79993814539271,7.95600092783093,5.15606278243822,69.2974071298507,61.472730355152
2015-01-23T00:30:00+07:00,2047.42,2047.73,2043.92,2044.65,3600,3396.7,2024.68696629214,2.4664430260779,8.2391165650356,5.7726735389577,66.0675186642673,62.4056463247092
2015-01-23T01:30:00+07:00,2044.65,2052.06,2044.64,2051.75,3600,3396.7,2024.61449438202,2.52859677749179,8.93341951082243,6.40482273333064,69.9231942662617,63.5959426186391
2015-01-23T02:30:00+07:00,2051.76,2064.62,2051.76,2063.17,3600,3469.2,2024.91764044944,3.10540649788665,10.286580855689,7.18117435780231,74.8694760156129,64.6823432439514
2015-01-23T03:30:00+07:00,2063.16,2063.85,2060.9,2063.15,2281,3403.3,2025.33359550562,3.23740336677766,11.2279285662744,7.99052519949672,74.8462611685963,65.879971102848
2015-01-23T21:30:00+07:00,2062.98,2062.98,2055.39,2058.86,3599,3403.25,2025.73348314607,2.80380054218765,11.4952758772313,8.69147533504363,69.8436156969142,66.4819703217216
2015-01-23T22:30:00+07:00,2058.87,2060.92,2052.91,2060.73,3600,3403.25,2026.18404494382,2.42514734430095,11.7229095154198,9.29776217111887,70.7610201202227,66.9040889934319
2015-01-23T23:30:00+07:00,2060.69,2061.54,2057.79,2059.97,3600,3403.25,2026.62292134832,1.92741727701376,11.7070337673861,9.77961649037231,69.831223673668,67.144924415382
2015-01-24T00:30:00+07:00,2059.97,2062.79,2058.38,2059.39,3600,3403.25,2027.05528089888,1.38823817311239,11.5149142067628,10.1266760336504,69.0851570176478,67.8931074033363
2015-01-24T01:30:00+07:00,2059.39,2062.71,2058.98,2060.37,3600,3403.25,2027.50235955056,0.947735755587626,11.3113457281349,10.3636099725473,69.67470049992,68.7663841625298
2015-01-24T02:30:00+07:00,2060.36,2060.39,2054.25,2056.23,3600,3466.1,2027.80494382023,0.263267317780024,10.6926941197723,10.4294268019923,64.1124549996149,69.027586005093
2015-01-24T03:30:00+07:00,2056.21,2056.21,2050.54,2051.82,2093,3390.8,2028.2802247191,-0.556064137294717,9.73434663037392,10.2904107676686,58.7336594678367,68.8667017422945
2015-01-26T21:30:00+07:00,2050.42,2050.42,2040.97,2047.76,3599,3390.75,2028.82516853933,-1.3933708451201,8.54869721126852,9.94206805638861,54.2234002422984,67.9689401667322
2015-01-26T22:30:00+07:00,2047.78,2053.55,2046.38,2050.4,3600,3390.75,2029.43505617978,-1.76729697033906,7.73294684346479,9.50024381380385,56.5594002091117,66.9877492265588
2015-01-26T23:30:00+07:00,2050.4,2055.08,2048.99,2053.83,3600,3390.75,2029.99494382023,-1.7767393164874,7.2793196681946,9.056058984682,59.4543960997412,66.2846770101224
2015-01-27T00:30:00+07:00,2053.83,2054.11,2050.92,2052.76,3600,3390.75,2030.40820224719,-1.84036524663055,6.75560242639381,8.59596767302436,58.1524456273422,65.7193146503421
2015-01-27T01:30:00+07:00,2052.77,2057.58,2052.77,2054.52,3600,3390.75,2030.99146067416,-1.7498184678475,6.40869458821499,8.15851305606249,59.7151118573342,64.9901659068472
2015-01-27T02:30:00+07:00,2054.55,2055.88,2051.8,2053.46,3600,3458.55,2031.37471910113,-1.74336345542252,5.97930873678433,7.72267219220686,58.3030132451634,63.8068471375294
2015-01-27T03:30:00+07:00,2053.46,2057.62,2052.86,2057.09,2117,3384.45,2031.86258426966,-1.48667559417395,5.86432769948942,7.35100329366337,61.6477154614271,62.8640938727316
2015-01-27T21:30:00+07:00,2047.86,2047.86,2028.1,2029.46,3599,3384.4,2031.88921348315,-3.07815436947952,3.50331033181396,6.58146470129349,37.1926492167694,60.5318819812927
2015-01-27T22:30:00+07:00,2029.39,2029.39,2019.91,2028.02,3600,3384.4,2031.9688764045,-4.06619988860456,1.49871484053779,5.56491472914235,36.382599138345,58.0762804825871
2015-01-27T23:30:00+07:00,2028.01,2033.16,2026.79,2033.16,3600,3384.4,2032.07056179775,-4.19504223444633,0.321111936084435,4.51615417053077,41.2973109879965,56.038143862182
2015-01-28T00:30:00+07:00,2033.17,2039.18,2031.59,2038.53,3600,3384.4,2032.23494382023,-3.75435913563444,-0.176794749012288,3.57756438662215,45.9916942347592,54.3886108062614
2015-01-28T01:30:00+07:00,2038.53,2043.13,2034.62,2042.45,3600,3384.4,2032.42089887641,-3.06378852652606,-0.252171271535417,2.81161725499064,49.1861654599504,52.9251440176922
2015-01-28T02:30:00+07:00,2042.44,2042.49,2031.39,2031.39,3600,3450.35,2032.17471910112,-3.20179972972844,-1.19063240716991,2.01116732255853,41.6931463494882,51.3237648283974
2015-01-28T03:30:00+07:00,2031.39,2034.22,2028.81,2029.56,2346,3387.7,2031.8597752809,-3.25558059898702,-2.05830842617524,1.19727217281177,40.5912840845701,50.0278808724498
2015-01-28T21:30:00+07:00,2032.34,2042.49,2032.34,2036.26,3599,3387.65,2031.62719101124,-2.70196344562077,-2.18018213421419,0.521781311406581,46.1975429348307,49.4546053504878
2015-01-28T22:30:00+07:00,2036.22,2037.75,2023.02,2026.82,3600,3387.65,2031.24033707865,-2.82052127769057,-3.00387028570663,-0.18334900801606,40.4111716403315,48.3011604527178
2015-01-28T23:30:00+07:00,2026.81,2036.3,2026.16,2035.75,3600,3387.65,2030.95539325843,-2.17541134811865,-2.90261319316437,-0.727201845045722,47.1542971907103,47.4225819592156
2015-01-29T00:30:00+07:00,2035.75,2036.02,2030.47,2030.47,3600,3387.65,2030.58876404495,-1.98735778910055,-3.2113990814214,-1.22404129232086,43.9849647583824,46.4106190400042
2015-01-29T01:30:00+07:00,2030.47,2036.79,2021.67,2022.36,3600,3387.65,2030.14179775281,-2.27171078500124,-4.0636797735724,-1.79196898857117,39.5840919191951,44.9726890444228
2015-01-29T02:30:00+07:00,2022.36,2026.85,2012.17,2013.98,3600,3463,2029.73865168539,-2.84930588440493,-5.35360134407733,-2.5042954596724,35.6184176331754,43.3523607864237
2015-01-29T03:30:00+07:00,2013.98,2014.16,2001.49,2002.16,2350,3400.55,2029.30314606742,-3.79345958276612,-7.24611993813005,-3.45266035536393,30.9139639955406,41.1570928245746
2015-01-29T21:30:00+07:00,2002.45,2007.32,1992.53,2000.4,3599,3400.5,2028.77426966292,-4.26721925279281,-8.78668442135495,-4.51946516856213,30.2728030203382,40.6628180962581
2015-01-29T22:30:00+07:00,2000.41,2000.6,1989.18,1994.92,3600,3400.5,2028.19640449438,-4.64898564770761,-10.3306972281966,-5.68171158048904,28.3043792843089,40.0858023923984
2015-01-29T23:30:00+07:00,1994.9,2005.2,1994.9,2002.16,3600,3400.5,2027.70089887641,-4.13072295228267,-10.8451152708424,-6.7143923185597,34.3755740678238,39.5913926123861
2015-01-30T00:30:00+07:00,2002.15,2007.04,1997.65,2006.75,3600,3400.5,2027.23112359551,-3.23520970232585,-10.758404446467,-7.52319474414116,37.9622831037324,39.0178632458842
2015-01-30T01:30:00+07:00,2006.75,2014.29,2005.56,2014.29,3600,3400.5,2026.88820224719,-1.95455159208505,-9.96638423424747,-8.01183264216242,43.4317697372381,38.6068349799761
2015-01-30T02:30:00+07:00,2014.29,2021.62,2011.2,2019.81,3600,3474.65,2026.81808988764,-0.624083221708208,-8.79193666929768,-8.16785344758948,47.1082410691847,38.9936274599545
2015-01-30T03:30:00+07:00,2019.8,2024.64,2019.52,2021.25,2364,3412.9,2026.68651685393,0.40890624779216,-7.65672063784928,-8.06562688564144,48.0566521658453,39.5268680371884
2015-01-30T21:30:00+07:00,2019.35,2019.64,2007.16,2008.25,3599,3412.85,2026.41179775281,0.278831644842637,-7.71708732958814,-7.99591897443078,40.9225846355368,39.1500853015246
2015-01-30T22:30:00+07:00,2008.24,2010.17,2000.26,2005.85,3600,3412.85,2026.18191011236,0.102421461948607,-7.86789214699502,-7.97031360894363,39.7493987221975,39.1028158073721
2015-01-30T23:30:00+07:00,2005.78,2015.85,2001.2,2014.8,3600,3412.85,2026.05426966292,0.630313793606955,-7.18242136693493,-7.81273516054189,45.9700367792306,39.0182257779807
2015-01-31T00:30:00+07:00,2014.8,2014.8,2005.17,2008.91,3600,3412.85,2025.85359550562,0.623485564764231,-7.0333782045866,-7.65686376935083,42.8356280421009,38.9361302982463
2015-01-31T01:30:00+07:00,2008.9,2022.32,2008.04,2022.32,3600,3412.85,2025.78685393259,1.51212265685791,-5.76671044827845,-7.27883310513635,51.0234297015107,39.753225854126
2015-01-31T02:30:00+07:00,2022.34,2023.32,1999.09,2005.41,3600,3475.55,2025.25786516854,0.977038238940118,-6.0575353064612,-7.03457354540132,42.7149543298776,40.2601213324619
2015-01-31T03:30:00+07:00,2005.4,2005.54,1993.38,1994.99,2165,3403.85,2024.62752808989,-0.0104074596158572,-7.04758286992114,-7.03717541030529,38.5493540913614,40.8055063393062
2015-02-02T21:30:00+07:00,1996.67,2003.4,1980.9,1987.05,3550,3401.35,2024.01550561798,-1.0713293830131,-8.37633713907167,-7.30500775605856,35.692962744919,41.1926606053477
2015-02-02T22:30:00+07:00,1987.07,2003.1,1983.84,2002.93,3550,3398.85,2023.70348314607,-0.600110971846513,-8.0551464708667,-7.45503549902019,44.5434666826928,42.352595419518
2015-02-02T23:30:00+07:00,2002.96,2010.07,1999.47,2000.86,3699,3403.8,2023.52595505618,-0.337438020463339,-7.87683302459936,-7.53939500413603,43.6991850011358,43.0185676290403
