,time,open,high,low,close,Volume,Volume MA,MA,Histogram,MACD,Signal,RSI,RSI-based MA
116,2021-01-06 03:00:00+07:00,33693.8,34044.13,33318.0,33969.17,5800.653907,4762.809475,32135.07921,297.0876726,438.4045248,141.3168521,67.18771638,54.22465795
117,2021-01-06 04:00:00+07:00,33968.66,33996.03,33471.94,33699.63,3682.074151,4734.56515,32183.95562,279.7159814,490.9618289,211.2458475,63.87340939,55.71723842
118,2021-01-06 05:00:00+07:00,33699.63,34360.0,33695.6,34183.42,4616.403334,4807.213815,32235.56719,283.1130275,565.1371319,282.0241044,67.01822524,57.19123468
119,2021-01-06 06:00:00+07:00,34183.43,34284.91,33650.0,33949.53,4787.686641,4761.845922,32283.21281,252.9035041,598.1534845,345.2499804,64.11252651,58.2244098
120,2021-01-06 07:00:00+07:00,33949.53,34107.59,33288.0,33918.01,6106.351924,4705.6892,32330.04438,215.5520296,614.6900174,399.1379878,63.71162694,59.36171385
121,2021-01-06 08:00:00+07:00,33918.01,34018.93,33513.05,33811.28,3237.659354,4549.223361,32374.61483,170.3911313,612.126902,441.7357706,62.29124641,60.12899408
122,2021-01-06 09:00:00+07:00,33811.28,34135.84,33768.32,33873.3,3252.254556,4381.275552,32422.48483,133.0837213,608.0904223,475.006701,62.81009545,61.05611203
123,2021-01-06 10:00:00+07:00,33873.3,34170.0,33652.0,34117.59,3183.088045,4399.860757,32472.33427,113.9831626,617.4856542,503.5024916,64.86100622,62.21117914
124,2021-01-06 11:00:00+07:00,34116.76,35766.58,34109.83,35325.91,12735.41763,4874.77559,32534.92876,168.5579401,714.1999168,545.6419767,72.83949306,63.39304544
125,2021-01-06 12:00:00+07:00,35326.82,35590.0,34510.0,34978.91,5595.783676,4957.784875,32584.08472,166.8090246,754.1532574,587.3442328,68.06027233,64.40238851
126,2021-01-06 13:00:00+07:00,34977.27,35229.1,34782.44,35125.51,3923.026403,4995.198176,32624.3582,160.9693977,788.5559799,627.5865822,68.98611155,65.26537861
127,2021-01-06 14:00:00+07:00,35125.49,35248.63,34350.0,34676.4,3898.737284,5044.728951,32662.40169,114.4882129,770.6968483,656.2086354,62.9646161,65.54809083
128,2021-01-06 15:00:00+07:00,34666.8,34950.77,34015.0,34594.28,5094.759196,5091.389345,32695.01955,68.12980995,741.3708979,673.2410879,61.90067165,65.43796812
129,2021-01-06 16:00:00+07:00,34596.08,34607.69,33357.9,33919.5,5753.91297,5252.933835,32711.16809,-13.69890978,656.1174507,669.8163605,53.84880762,64.60470178
130,2021-01-06 17:00:00+07:00,33919.5,34550.0,33834.61,34417.36,3851.574259,5148.407405,32728.70067,-38.60377232,621.5616451,660.1654174,58.17193978,63.96071773
131,2021-01-06 18:00:00+07:00,34417.37,35200.0,34342.87,34918.53,6362.804142,5285.717661,32750.25742,-26.22508766,627.3840578,653.6091455,62.02798198,63.82890149
132,2021-01-06 19:00:00+07:00,34918.54,35088.0,34415.61,34929.87,4569.514665,5267.884814,32771.63573,-22.32674301,625.7007167,648.0274597,62.11309106,63.47853476
133,2021-01-06 20:00:00+07:00,34929.87,35050.0,34300.0,34550.0,4296.272331,5302.716144,32815.26247,-48.86328996,586.9483473,635.8116372,57.4665085,63.00381919
134,2021-01-06 21:00:00+07:00,34549.99,34593.5,34052.42,34213.46,5728.368095,5256.784053,32843.56438,-90.20815899,523.0514385,613.2595975,53.63816576,62.28428625
135,2021-01-06 22:00:00+07:00,34213.58,34790.0,34150.0,34566.19,4050.156848,5026.32497,32870.76135,-94.47402729,495.1670634,589.6410907,56.88051614,61.89780551
136,2021-01-06 23:00:00+07:00,34566.18,35076.42,34372.92,34612.41,6142.986291,5043.44159,32898.11056,-94.62129913,471.3644668,565.9857659,57.30190213,61.50436313
137,2021-01-07 00:00:00+07:00,34615.98,35057.81,34562.0,34898.52,3410.29344,5029.852554,32925.64517,-76.6545138,470.1676236,546.8221374,59.9134218,61.15096425
138,2021-01-07 01:00:00+07:00,34898.52,35245.0,34894.22,35215.75,3704.008481,4984.232811,32955.20315,-46.11532011,489.1779873,535.2933074,62.64175342,60.42255427
139,2021-01-07 02:00:00+07:00,35215.75,35695.0,34652.6,34816.72,5619.207768,5025.808868,32978.51831,-54.90183316,466.666016,521.5678491,57.35392568,59.65781523
140,2021-01-07 03:00:00+07:00,34818.95,36250.0,34280.0,36015.88,10922.41272,5266.611908,33017.19258,14.24155071,539.3697875,525.1282368,66.50462865,59.48056645
141,2021-01-07 04:00:00+07:00,36015.16,36470.0,35650.0,35874.16,7481.324348,5478.795157,33047.32326,43.00098537,578.8794685,535.8784831,64.73670033,59.60714389
142,2021-01-07 05:00:00+07:00,35869.97,36379.99,35700.92,35989.63,2717.847393,5452.074799,33072.39022,61.25618293,612.4487118,551.1925289,65.54049391,59.8671312
143,2021-01-07 06:00:00+07:00,35989.64,36939.21,35949.12,36769.36,5501.43949,5567.992372,33103.87596,114.2224667,693.9706123,579.7481455,70.44032396,61.05223951
144,2021-01-07 07:00:00+07:00,36769.36,37287.63,36422.71,37150.66,6259.578978,5244.200439,33134.19416,160.4811988,780.3496441,619.8684453,72.49961613,62.07564496
145,2021-01-07 08:00:00+07:00,37150.66,37227.61,36615.83,36871.47,4542.03973,5191.513242,33162.32663,157.5941105,816.8610834,659.2669729,68.72435738,62.55395749
146,2021-01-07 09:00:00+07:00,36871.47,37087.01,36456.0,36962.37,4112.981009,5201.010972,33193.47067,147.3138102,843.4092357,696.0954254,69.2851574,63.06624794
147,2021-01-07 10:00:00+07:00,36962.37,37699.0,36926.53,37454.48,4747.646909,5243.456453,33233.65629,158.2070253,893.854207,735.6471818,72.19220001,64.11808305
148,2021-01-07 11:00:00+07:00,37452.62,37550.0,37056.12,37450.95,4099.953841,5193.716186,33267.78461,149.8091764,922.9086523,773.0994759,72.139456,65.43960378
149,2021-01-07 12:00:00+07:00,37450.95,37700.8,37100.77,37347.2,4337.600291,5122.900552,33304.2282,123.0230399,926.8782758,803.8552359,70.50893966,66.4130626
150,2021-01-07 13:00:00+07:00,37347.2,37439.75,36710.0,37130.84,4095.35114,5135.089396,33340.75449,78.64875299,902.1661771,823.5174241,67.10276988,67.11312459
151,2021-01-07 14:00:00+07:00,37130.85,37338.72,36720.0,36859.85,3782.276886,5006.063033,33375.00517,21.91111213,850.9063143,828.9952021,62.99781339,67.33343827
152,2021-01-07 15:00:00+07:00,36863.04,37350.0,36300.0,37217.55,5254.610209,5040.31781,33416.70101,0.470228658,829.582988,829.1127593,65.9580906,67.5703195
153,2021-01-07 16:00:00+07:00,37217.55,37500.99,36905.0,37492.69,4407.045594,5045.856473,33470.81281,-2.993222627,825.371231,828.3644536,68.07387165,68.33602993
154,2021-01-07 17:00:00+07:00,37492.7,37500.0,36920.0,37045.45,3236.822718,4921.279204,33517.28674,-41.10098969,776.9882165,818.0892062,61.39419125,67.97099868
155,2021-01-07 18:00:00+07:00,37045.45,37913.72,37038.97,37822.09,4315.490397,4934.545882,33574.05449,-20.72663072,792.1809178,812.9075485,67.38000176,68.15980593
156,2021-01-07 19:00:00+07:00,37825.64,38200.0,37518.0,37941.36,6363.359069,4945.564521,33632.13483,-6.669443192,804.5707446,811.2401877,68.19555859,68.3494534
157,2021-01-07 20:00:00+07:00,37941.37,38429.0,37900.0,38161.6,5364.346066,5043.267152,33681.97067,9.15023319,822.6779792,813.527746,69.70193945,68.29671165
158,2021-01-07 21:00:00+07:00,38161.6,38644.76,38079.02,38453.97,5516.633701,5133.898413,33736.97775,29.82762272,850.8122744,820.9846517,71.62338838,68.23412396
159,2021-01-07 22:00:00+07:00,38450.51,38970.42,38062.75,38970.42,5401.362641,5123.006157,33802.72247,66.69806874,904.3572377,837.6591689,74.67822707,68.65940036
160,2021-01-07 23:00:00+07:00,38970.41,39500.0,38921.49,39120.01,8054.616114,4979.616326,33871.48607,88.22103262,947.9354597,859.7144271,75.50091766,69.10338324
161,2021-01-08 00:00:00+07:00,39120.01,39775.0,39101.36,39732.92,4853.729905,4848.236604,33948.89101,128.3631491,1020.168363,891.8052143,78.57268922,69.55913247
162,2021-01-08 01:00:00+07:00,39732.92,40365.0,36500.0,38948.48,16920.67287,5558.377878,34013.58135,88.60289553,1002.558834,913.9559382,66.99483386,69.19165946
163,2021-01-08 02:00:00+07:00,38907.58,39236.12,37493.52,39062.0,9539.541292,5760.282968,34076.59011,57.94944805,986.3927483,928.4433002,67.7357606,68.99357524
164,2021-01-08 03:00:00+07:00,39061.99,39199.33,38352.88,39109.38,4364.133612,5665.5107,34139.55888,30.25789577,966.2656699,936.0077742,68.05806184,69.06181038
165,2021-01-08 04:00:00+07:00,39111.34,39882.07,38908.11,39687.11,4533.614789,5665.089453,34211.80112,39.65117309,985.5717405,945.9205674,71.76219067,69.68783733
166,2021-01-08 05:00:00+07:00,39687.11,39969.0,39150.0,39665.92,2855.62721,5602.221763,34288.80011,33.48404377,987.7756222,954.2915784,71.43498075,70.07904377
167,2021-01-08 06:00:00+07:00,39666.0,39680.54,38541.38,39432.28,5866.665465,5658.172691,34359.9491,4.252864549,959.6076591,955.3547945,67.76601501,70.05705401
168,2021-01-08 07:00:00+07:00,39432.48,39699.87,38793.23,38793.23,3387.174889,5622.533743,34435.50404,-63.78407983,875.6246947,939.4087746,58.86103511,69.87611428
169,2021-01-08 08:00:00+07:00,38793.24,39000.0,37800.0,38681.37,5775.389265,5694.423192,34510.06843,-118.787706,790.9241421,909.7118481,57.43822589,69.16598744
170,2021-01-08 09:00:00+07:00,38681.38,38692.83,36500.0,37181.74,9364.247135,5957.867991,34579.09213,-251.0324179,595.9213257,846.9537436,42.57869467,67.33621144
171,2021-01-08 10:00:00+07:00,37181.74,38460.13,37068.4,38347.1,5036.746918,6020.591493,34669.83753,-254.11227,529.3134061,783.4256761,52.79807326,66.12879243
172,2021-01-08 11:00:00+07:00,38347.11,38949.97,38155.61,38668.92,5126.666402,6014.194303,34758.89213,-229.3262184,496.7679031,726.0941215,55.17081193,64.9536084
173,2021-01-08 12:00:00+07:00,38668.92,38700.0,37895.0,37975.25,4384.158743,6013.04996,34834.80483,-252.6572024,410.2726185,662.9298209,49.40588949,63.14844143
174,2021-01-08 13:00:00+07:00,37980.53,38685.13,37563.92,38537.94,3989.761815,6050.696915,34915.0064,-224.1701466,382.7171377,606.8872843,53.63791271,61.58679822
175,2021-01-08 14:00:00+07:00,38538.99,39143.8,38280.16,38930.55,4177.46546,6043.795668,34991.60045,-175.0410649,388.0859531,563.127018,56.37958007,60.00157613
176,2021-01-08 15:00:00+07:00,38929.56,38985.06,38414.7,38648.95,3277.73807,5889.514618,35069.16483,-158.1769421,365.4058404,523.5827825,53.91676618,59.06742844
177,2021-01-08 16:00:00+07:00,38648.96,39374.22,38222.0,39358.34,3995.803833,5821.087506,35159.47978,-98.81673167,400.0618679,498.8785996,58.79936219,58.42911427
178,2021-01-08 17:00:00+07:00,39358.99,41057.79,39220.0,40721.45,10298.22133,6060.166888,35268.43798,26.01154933,531.3930363,505.3814869,66.20819453,58.29698089
179,2021-01-08 18:00:00+07:00,40722.71,41500.45,40345.39,41286.67,9286.549999,6254.426256,35382.16281,134.3514825,673.3208401,538.9693576,68.71998859,58.07968074
180,2021-01-08 19:00:00+07:00,41286.67,41785.9,40857.37,41316.91,7590.278927,6231.209396,35490.60551,192.2300925,779.2569731,587.0268807,68.85338142,57.89528079
181,2021-01-08 20:00:00+07:00,41318.03,41641.83,40700.0,41311.18,5331.452666,6255.095534,35603.70899,212.7127775,852.9178526,640.2050751,68.79351675,57.96867377
182,2021-01-08 21:00:00+07:00,41313.24,41564.72,40970.22,41454.13,3918.180651,5604.970923,35721.01079,217.68628,912.3129251,694.6266451,69.50583859,58.72901688
183,2021-01-08 22:00:00+07:00,41454.13,41950.0,39777.0,40829.08,12863.95162,5771.19144,35827.71899,163.1700912,898.5892591,735.4191679,62.76008835,59.10914991
184,2021-01-08 23:00:00+07:00,40829.07,41600.0,40359.67,41303.42,6293.058759,5867.637697,35932.37865,144.0133489,915.435854,771.4225051,65.49679403,60.74615701
185,2021-01-09 00:00:00+07:00,41303.41,41556.19,40888.88,41009.07,3675.204655,5824.71719,36028.76719,98.63921515,894.721524,796.0823089,62.43075948,61.43420602
186,2021-01-09 01:00:00+07:00,41009.08,41153.0,39800.0,39920.39,6673.747782,6015.623219,36108.9282,-11.70598819,781.4498236,793.1558118,52.61950296,61.25196967
187,2021-01-09 02:00:00+07:00,39920.67,40700.0,39900.35,40365.09,3881.072464,5916.343569,36199.47258,-59.10591169,719.2734222,778.3793339,55.68320104,61.70034906
188,2021-01-09 03:00:00+07:00,40365.09,40500.0,38888.0,39059.15,9598.073547,6226.888502,36287.77764,-176.1552116,558.1853194,734.340531,46.22941935,61.17117097
189,2021-01-09 04:00:00+07:00,39062.88,40116.37,38652.0,40075.82,6171.364208,6246.687249,36391.33764,-182.098436,506.717486,688.815922,52.92938689,60.9247286
190,2021-01-09 05:00:00+07:00,40075.82,40785.0,39740.95,40674.45,3008.048563,5928.87732,36506.3736,-144.3542683,508.3730867,652.7273549,56.37617706,61.1004008
191,2021-01-09 06:00:00+07:00,40672.02,40937.77,40465.76,40582.81,2685.599805,5811.319965,36612.66079,-124.9287073,496.5664709,621.4951781,55.70372625,60.87928395
192,2021-01-09 07:00:00+07:00,40586.96,40976.13,39980.27,40283.56,4382.254983,5774.099394,36719.01798,-130.9676615,457.7856013,588.7532628,53.46120083,59.9687844
193,2021-01-09 08:00:00+07:00,40286.09,40321.92,39710.0,40198.56,4543.736056,5782.078259,36820.21427,-138.6792723,415.4041724,554.0834447,52.8108529,58.83241756
194,2021-01-09 09:00:00+07:00,40196.51,40561.97,39500.0,39973.0,3032.046541,5734.192496,36914.63416,-155.6891492,359.4720082,515.1611574,51.03659565,57.55979001
195,2021-01-09 10:00:00+07:00,39973.0,40376.69,39709.61,40211.59,1917.78678,5621.208562,37014.25011,-147.6594976,330.5867854,478.246283,52.84139607,56.42035282
196,2021-01-09 11:00:00+07:00,40209.91,40490.0,39805.03,40206.44,1976.484373,5556.145877,37108.96674,-139.5748537,303.7777159,443.3525695,52.79615847,55.22680424
197,2021-01-09 12:00:00+07:00,40206.43,40206.43,39154.48,39295.37,3025.041625,5507.607766,37195.6,-189.3751308,206.6336561,396.0087869,45.39261405,53.98627036
198,2021-01-09 13:00:00+07:00,39293.41,39627.11,38888.0,38984.86,4352.605937,5210.326997,37280.14888,-234.0879817,103.3988098,337.4867914,43.1706624,52.39154667
199,2021-01-09 14:00:00+07:00,38978.46,39692.0,38720.0,39638.61,3109.889209,4901.493957,37362.12955,-211.1978565,73.48947077,284.6873273,48.84786001,51.42133957
200,2021-01-09 15:00:00+07:00,39639.21,40254.42,39290.86,40172.14,3081.993289,4676.079675,37452.82798,-154.3262308,91.77953886,246.1057696,52.97651031,51.44684009
201,2021-01-09 16:00:00+07:00,40167.54,40790.0,40164.03,40348.35,3653.415447,4592.177815,37541.34989,-101.5885503,119.1200818,220.708632,54.28878117,51.34723867
202,2021-01-09 17:00:00+07:00,40348.36,40800.0,40105.51,40376.03,3130.356558,4552.78661,37627.1173,-63.45383969,141.3913324,204.8451721,54.50356728,51.93824924
203,2021-01-09 18:00:00+07:00,40376.03,41237.44,40256.73,40565.77,4682.991247,4143.738591,37707.93674,-25.98415756,172.3649752,198.3491327,56.02877654,52.15963421
204,2021-01-09 19:00:00+07:00,40565.77,40912.48,40410.01,40874.99,2732.201204,3965.695714,37788.57989,16.78863258,219.3349235,202.5462909,58.47212367,52.30934468
205,2021-01-09 20:00:00+07:00,40874.99,41222.0,40679.1,41051.65,3818.65745,3972.868353,37868.15831,52.14515356,267.7277328,215.5825793,59.84493939,52.60514562
206,2021-01-09 21:00:00+07:00,41051.66,41380.0,40700.0,40819.01,3867.781192,3832.570024,37948.15135,54.76043429,284.0331221,229.2726878,57.16494929,52.86969909
207,2021-01-09 22:00:00+07:00,40819.01,40953.0,40200.0,40525.15,3364.433164,3806.738059,38019.40674,32.68531511,270.1293317,237.4440166,53.8825268,52.94624722
208,2021-01-09 23:00:00+07:00,40525.16,40649.96,39869.0,39995.1,3942.095173,3523.93914,38087.33449,-18.85564464,213.8744608,232.7301055,48.47561783,52.76332023
209,2021-01-10 00:00:00+07:00,39995.09,40586.87,39985.45,40421.4,2205.653031,3325.653581,38160.40629,-25.08836151,201.3696536,226.4580151,52.59566632,52.74576811
210,2021-01-10 01:00:00+07:00,40421.4,40800.0,40417.36,40650.01,2109.16468,3280.709387,38237.24596,-15.15495269,207.5143242,222.6692769,54.68816762,52.88091162
211,2021-01-10 02:00:00+07:00,40650.0,40880.0,40469.4,40665.91,1864.142493,3239.636522,38313.56742,-9.14976927,211.2320653,220.3818346,54.83748569,53.55554531
212,2021-01-10 03:00:00+07:00,40665.91,40781.69,40050.0,40606.22,3330.651765,3187.056361,38386.47337,-10.72464609,206.976027,217.7006731,54.11651155,54.33739168
213,2021-01-10 04:00:00+07:00,40610.35,40755.0,40483.17,40718.8,2433.80943,3081.560029,38447.06764,-5.949687584,210.2635636,216.2132512,55.30994282,54.79896902
214,2021-01-10 05:00:00+07:00,40718.81,40743.47,40120.0,40281.09,1973.252287,3028.620317,38506.6427,-32.54974822,175.5260659,208.0758141,49.87794659,54.57764304
215,2021-01-10 06:00:00+07:00,40283.73,40415.01,39928.91,40088.22,3255.535761,3095.507766,38562.40348,-61.7213396,130.9241396,192.6454792,47.65696222,54.10394169
216,2021-01-10 07:00:00+07:00,40088.22,40736.76,40087.15,40581.48,2697.151944,3131.541144,38628.7527,-47.04760453,133.8359736,180.8835781,53.37505467,54.02333364
217,2021-01-10 08:00:00+07:00,40581.48,41350.0,40450.05,41141.56,4299.152502,3195.246688,38702.31764,-1.290162397,179.2708751,180.5610375,58.86940214,54.22623547
218,2021-01-10 09:00:00+07:00,41141.55,41145.21,40814.04,40945.28,2353.852746,3095.309029,38781.25899,13.28507674,197.1673834,183.8823067,56.36271375,54.07556333
219,2021-01-10 10:00:00+07:00,40942.75,40991.2,40250.0,40316.64,2477.288512,3063.678994,38847.54303,-20.07062748,158.7940223,178.8646498,49.14498473,53.31128086
220,2021-01-10 11:00:00+07:00,40320.67,40602.29,40050.0,40342.46,2786.996809,3048.92917,38908.48607,-39.90810402,128.9795198,168.8876238,49.43142121,52.758886
221,2021-01-10 12:00:00+07:00,40342.46,40665.23,40260.0,40451.84,2044.479107,2968.482353,38970.53067,-44.80914139,112.8761971,157.6853385,50.69826514,52.53143873
222,2021-01-10 13:00:00+07:00,40451.74,41073.26,40350.0,40904.5,2194.912951,2921.710172,39041.92955,-18.08193087,135.0829249,153.1648557,55.64997426,53.04389277
223,2021-01-10 14:00:00+07:00,40904.5,41066.62,40660.88,40978.57,2143.462273,2794.733724,39117.94202,2.948651203,156.8506697,153.9020185,56.42127256,53.31715035
224,2021-01-10 15:00:00+07:00,40978.57,41033.0,40555.0,40798.29,2415.931335,2778.92023,39187.96562,3.067495686,157.7363881,154.6688925,53.96145965,53.26524264
225,2021-01-10 16:00:00+07:00,40798.3,41060.0,40732.0,40768.48,2642.958747,2720.135295,39257.13494,-0.331309415,154.2547557,154.5860651,53.54575645,53.17297627
226,2021-01-10 17:00:00+07:00,40768.3,40850.0,40000.0,40429.2,5145.086741,2784.000573,39319.27742,-25.50563545,122.7040208,148.2096562,48.9259876,52.80222456
227,2021-01-10 18:00:00+07:00,40429.19,40429.56,38888.0,39181.76,8619.31148,3046.744488,39363.83933,-120.9072734,-2.924435556,117.9828379,36.46788604,51.45636336
228,2021-01-10 19:00:00+07:00,39175.09,39777.77,38450.0,39538.57,6929.936839,3196.136572,39416.89382,-152.6698592,-72.85448614,79.81537308,41.08864498,50.8285561
229,2021-01-10 20:00:00+07:00,39538.56,40126.0,39426.59,39800.9,3799.316603,3275.81975,39459.42213,-148.5612001,-105.8861271,42.67507305,44.29638396,50.58851479
230,2021-01-10 21:00:00+07:00,39800.89,39847.26,39247.54,39431.59,3199.914023,3330.357217,39499.39326,-162.1557105,-160.0195651,2.136145422,40.91848003,49.69875946
231,2021-01-10 22:00:00+07:00,39431.58,39934.76,39062.91,39671.81,3219.502219,3398.125204,39540.76607,-146.8652116,-181.4453691,-34.58015748,43.91441938,48.63054641
232,2021-01-10 23:00:00+07:00,39671.82,39757.55,39186.16,39234.29,2904.113456,3376.798288,39568.46191,-157.1887496,-231.0660945,-73.87734488,39.94175454,47.45762075
233,2021-01-11 00:00:00+07:00,39232.76,39388.2,37200.0,38571.86,12879.6207,3899.088852,39584.43045,-197.0204586,-320.1529181,-123.1324595,34.80753108,46.43351692
234,2021-01-11 01:00:00+07:00,38571.95,38778.0,37675.3,38109.68,6090.671447,4104.95981,39598.34292,-240.0307369,-423.1708806,-183.1401438,31.74179381,45.1699721
235,2021-01-11 02:00:00+07:00,38106.11,38536.65,37111.0,37456.77,4232.502555,4153.808149,39603.89798,-294.4034754,-551.144488,-256.7410126,27.99112343,43.54803341
236,2021-01-11 03:00:00+07:00,37472.4,37793.5,35111.11,37718.88,18938.3298,4965.867042,39606.86876,-293.9822311,-624.2188015,-330.2365704,31.49090252,41.82238543
237,2021-01-11 04:00:00+07:00,37727.29,38288.17,37525.22,38055.3,7661.059573,5133.962396,39613.65921,-253.8269268,-647.5202289,-393.6933021,35.80359233,40.34969398
238,2021-01-11 05:00:00+07:00,38052.58,39000.0,37852.09,38428.23,4739.668521,5253.253185,39625.80562,-187.9635851,-628.6477834,-440.6841983,40.29075443,39.37321504
239,2021-01-11 06:00:00+07:00,38429.85,38692.79,37935.92,38150.02,3794.32362,5319.10494,39637.25708,-150.5654352,-628.8909924,-478.3255572,38.14851145,38.27341183
240,2021-01-11 07:00:00+07:00,38150.02,38264.74,36501.0,37192.1,7568.894487,5558.199824,39640.99022,-176.0035242,-698.3299624,-522.3264382,31.86601476,37.05484234
241,2021-01-11 08:00:00+07:00,37192.1,37824.0,36700.09,37237.66,4215.99647,5666.775692,39641.21618,-175.0517468,-741.1411218,-566.0893749,32.43592917,36.76684542
242,2021-01-11 09:00:00+07:00,37237.67,37411.0,36123.45,36363.94,6796.573064,5896.858698,39628.5336,-215.8765298,-835.9350372,-620.0585074,27.65799853,35.80751353
243,2021-01-11 10:00:00+07:00,36363.93,36697.97,33600.0,35438.23,18753.36008,6727.353588,39610.47494,-283.571803,-974.5232612,-690.9514581,23.67829057,34.33479257
244,2021-01-11 11:00:00+07:00,35438.23,35999.95,34300.0,35544.0,9555.241658,7084.319104,39584.87843,-298.0873194,-1063.560607,-765.473288,25.0060786,33.19819247
245,2021-01-11 12:00:00+07:00,35542.92,35924.19,34500.18,34904.73,7098.497134,7307.096024,39550.75899,-325.3771781,-1172.194761,-846.8175825,22.46249951,31.66591248
